;Tweet;Sentimen;step01;tokens;final_tokens;step02
775;Pemberian bantuan beras kepada masyarakat terdampak Covid-19 oleh Gugus Tugas Covid 19 GP Ansor Merauke - Papua;1.0;pemberian bantuan beras kepada masyarakat terdampak covid   oleh gugus tugas covid   gp ansor merauke papua;['pemberian', 'bantuan', 'beras', 'kepada', 'masyarakat', 'terdampak', 'covid', 'oleh', 'gugus', 'tugas', 'covid', 'gp', 'ansor', 'merauke', 'papua'];['pemberian', 'bantuan', 'beras', 'kepada', 'masyarakat', 'terdampak', 'covid', 'oleh', 'gugus', 'tugas', 'covid', 'gp', 'ansor', 'merauke', 'papua'];pemberian bantuan beras kepada masyarakat terdampak covid oleh gugus tugas covid gp ansor merauke papua
776;Hahaha niaga online tapi sekarang ni covid duit masuk virus pun masuk nnti.;-1.0;hahaha niaga online tapi sekarang ni covid duit masuk virus pun masuk nnti;['hahaha', 'niaga', 'online', 'tapi', 'sekarang', 'ni', 'covid', 'duit', 'masuk', 'virus', 'pun', 'masuk', 'nnti'];['hahaha', 'niaga', 'online', 'tapi', 'sekarang', 'ni', 'covid', 'duit', 'masuk', 'virus', 'pun', 'masuk', 'nnti'];hahaha niaga online tapi sekarang ni covid duit masuk virus pun masuk nnti
777;When i dirumahkan kemudian ngeluh ga gajian utuh pen balik lgsg di ocehin mak dewe, skrg fikirkan gmn biar ttp sehat kalo punya sisa duit dipake dlu buat biaya hidup kedepan kalo udah gapunya lebih baik mama ngasih duit drpd balik malah bawa penyakit. thx covid;-1.0;when dirumahkan kemudian ngeluh ga gajian utuh pen balik lgsg di ocehin mak dewe skrg fikirkan gmn biar ttp sehat kalo punya sisa duit dipake dlu buat biaya hidup kedepan kalo udah gapunya lebih baik mama ngasih duit drpd balik malah bawa penyakit thx covid;['when', 'dirumahkan', 'kemudian', 'ngeluh', 'ga', 'gajian', 'utuh', 'pen', 'balik', 'lgsg', 'di', 'ocehin', 'mak', 'dewe', 'skrg', 'fikirkan', 'gmn', 'biar', 'ttp', 'sehat', 'kalo', 'punya', 'sisa', 'duit', 'dipake', 'dlu', 'buat', 'biaya', 'hidup', 'kedepan', 'kalo', 'udah', 'gapunya', 'lebih', 'baik', 'mama', 'ngasih', 'duit', 'drpd', 'balik', 'malah', 'bawa', 'penyakit', 'thx', 'covid'];['when', 'dirumahkan', 'kemudian', 'ngeluh', 'ga', 'gajian', 'utuh', 'pen', 'balik', 'lgsg', 'di', 'ocehin', 'mak', 'dewe', 'skrg', 'fikirkan', 'gmn', 'biar', 'ttp', 'sehat', 'kalo', 'punya', 'sisa', 'duit', 'dipake', 'dlu', 'buat', 'biaya', 'hidup', 'kedepan', 'kalo', 'udah', 'gapunya', 'lebih', 'baik', 'mama', 'ngasih', 'duit', 'drpd', 'balik', 'malah', 'bawa', 'penyakit', 'thx', 'covid'];when dirumahkan kemudian ngeluh ga gajian utuh pen balik lgsg di ocehin mak dewe skrg fikirkan gmn biar ttp sehat kalo punya sisa duit dipake dlu buat biaya hidup kedepan kalo udah gapunya lebih baik mama ngasih duit drpd balik malah bawa penyakit thx covid
778;RM0 MKN : Talian sokongan emosi dan psikososial COVID-19 beroperasi setiap hari 8 pagi - 5 petang. Hubungi 011-63996482, 011-63994236 atau 03-29359935.Huh? ;0.0;rm mkn talian sokongan emosi dan psikososial covid   beroperasi setiap hari   pagi   petang hubungi         atau     huh;['rm', 'mkn', 'talian', 'sokongan', 'emosi', 'dan', 'psikososial', 'covid', 'beroperasi', 'setiap', 'hari', 'pagi', 'petang', 'hubungi', 'atau', 'huh'];['rm', 'mkn', 'talian', 'sokongan', 'emosi', 'dan', 'psikososial', 'covid', 'beroperasi', 'setiap', 'hari', 'pagi', 'petang', 'hubungi', 'atau', 'huh'];rm mkn talian sokongan emosi dan psikososial covid beroperasi setiap hari pagi petang hubungi atau huh
779;Sebaran 330 Orang kasus baru COVID-19 di Indonesia pada tanggal 11 April 2020 - Jakarta: 196 Orang- Banten: 36- Jabar: 32- Papua: 24- Jatim: 11- Sulsel: 11- Sulteng: 5- Bali: 4- Riau: 3- Jambi: 2- NTB: 2- Sulbar: 2- Babel: 1- Sultra: 1 Orang;0.0;sebaran   orang kasus baru covid   di indonesia pada tanggal <date> jakarta   orang banten   jabar   papua   jatim   sulsel   sulteng   bali   riau   jambi   ntb   sulbar   babel   sultra   orang;['sebaran', 'orang', 'kasus', 'baru', 'covid', 'di', 'indonesia', 'pada', 'tanggal', '<', 'date', '>', 'jakarta', 'orang', 'banten', 'jabar', 'papua', 'jatim', 'sulsel', 'sulteng', 'bali', 'riau', 'jambi', 'ntb', 'sulbar', 'babel', 'sultra', 'orang'];['sebaran', 'orang', 'kasus', 'baru', 'covid', 'di', 'indonesia', 'pada', 'tanggal', '<', 'date', '>', 'jakarta', 'orang', 'banten', 'jabar', 'papua', 'jatim', 'sulsel', 'sulteng', 'bali', 'riau', 'jambi', 'ntb', 'sulbar', 'babel', 'sultra', 'orang'];sebaran orang kasus baru covid di indonesia pada tanggal < date > jakarta orang banten jabar papua jatim sulsel sulteng bali riau jambi ntb sulbar babel sultra orang
780;Indigo indigo apaan lagi covid juga masih belain pemerintah kan lu.;-1.0;indigo indigo apaan lagi covid juga masih belain pemerintah kan lu;['indigo', 'indigo', 'apaan', 'lagi', 'covid', 'juga', 'masih', 'belain', 'pemerintah', 'kan', 'lu'];['indigo', 'indigo', 'apaan', 'lagi', 'covid', 'juga', 'masih', 'belain', 'pemerintah', 'kan', 'lu'];indigo indigo apaan lagi covid juga masih belain pemerintah kan lu
781;Pengen rasanya nebar tanah kuburan ke rumah orang-orang yang nolak jenazah pasien covid-19 biar rumahnya serem terus. Huffttt ;-1.0;pengen rasanya nebar tanah kuburan ke rumah orang orang yang nolak jenazah pasien covid   biar rumahnya serem terus huffttt;['pengen', 'rasanya', 'nebar', 'tanah', 'kuburan', 'ke', 'rumah', 'orang', 'orang', 'yang', 'nolak', 'jenazah', 'pasien', 'covid', 'biar', 'rumahnya', 'serem', 'terus', 'huffttt'];['pengen', 'rasanya', 'nebar', 'tanah', 'kuburan', 'ke', 'rumah', 'orang', 'orang', 'yang', 'nolak', 'jenazah', 'pasien', 'covid', 'biar', 'rumahnya', 'serem', 'terus', 'huffttt'];pengen rasanya nebar tanah kuburan ke rumah orang orang yang nolak jenazah pasien covid biar rumahnya serem terus huffttt
782;Hrus ditindak org2 yg menolak, coba kl keluarganya yg kena covid.;1.0;hrus ditindak org yg menolak coba kl keluarganya yg kena covid;['hrus', 'ditindak', 'org', 'yg', 'menolak', 'coba', 'kl', 'keluarganya', 'yg', 'kena', 'covid'];['hrus', 'ditindak', 'org', 'yg', 'menolak', 'coba', 'kl', 'keluarganya', 'yg', 'kena', 'covid'];hrus ditindak org yg menolak coba kl keluarganya yg kena covid
783;Aku udh resigned mas dr perhotelan, tp msh hrs tetap dan suka nomaden  krn ada beberapa yg di urus. InshaAllah bisa ketemuan ya mas bro, smoga COVID-19 ini cpt berganti dg kesehatan & kebahagiaan utk seluruh umat manusia di sini & dunia ;1.0;aku udh resigned mas dr perhotelan tp msh hrs tetap dan suka nomaden krn ada beberapa yg di urus inshaallah bisa ketemuan ya mas bro smoga covid   ini cpt berganti dg kesehatan kebahagiaan utk seluruh umat manusia di sini dunia;['aku', 'udh', 'resigned', 'mas', 'dr', 'perhotelan', 'tp', 'msh', 'hrs', 'tetap', 'dan', 'suka', 'nomaden', 'krn', 'ada', 'beberapa', 'yg', 'di', 'urus', 'inshaallah', 'bisa', 'ketemuan', 'ya', 'mas', 'bro', 'smoga', 'covid', 'ini', 'cpt', 'berganti', 'dg', 'kesehatan', 'kebahagiaan', 'utk', 'seluruh', 'umat', 'manusia', 'di', 'sini', 'dunia'];['aku', 'udh', 'resigned', 'mas', 'dr', 'perhotelan', 'tp', 'msh', 'hrs', 'tetap', 'dan', 'suka', 'nomaden', 'krn', 'ada', 'beberapa', 'yg', 'di', 'urus', 'inshaallah', 'bisa', 'ketemuan', 'ya', 'mas', 'bro', 'smoga', 'covid', 'ini', 'cpt', 'berganti', 'dg', 'kesehatan', 'kebahagiaan', 'utk', 'seluruh', 'umat', 'manusia', 'di', 'sini', 'dunia'];aku udh resigned mas dr perhotelan tp msh hrs tetap dan suka nomaden krn ada beberapa yg di urus inshaallah bisa ketemuan ya mas bro smoga covid ini cpt berganti dg kesehatan kebahagiaan utk seluruh umat manusia di sini dunia
784;Wali Kota Bogor Bima Arya Dibolehkan Pulang Usai 22 Hari Dirawat karena Positif COVID-19;1.0;wali kota bogor bima arya dibolehkan pulang usai   hari dirawat karena positif covid  ;['wali', 'kota', 'bogor', 'bima', 'arya', 'dibolehkan', 'pulang', 'usai', 'hari', 'dirawat', 'karena', 'positif', 'covid'];['wali', 'kota', 'bogor', 'bima', 'arya', 'dibolehkan', 'pulang', 'usai', 'hari', 'dirawat', 'karena', 'positif', 'covid'];wali kota bogor bima arya dibolehkan pulang usai hari dirawat karena positif covid
785;Bukan soal kemampuan dan tempat Ds , kita tak boleh tahu siapa yg ada Covid-19 tu,sama ada Si barber atau dikalangan pelanggan itu sendiri hatta dibuat di rumah sekali pun..Kita sdg dlm proses mengekang wabak,;1.0;bukan soal kemampuan dan tempat ds kita tak boleh tahu siapa yg ada covid   tu sama ada si barber atau dikalangan pelanggan itu sendiri hatta dibuat di rumah sekali pun kita sdg dlm proses mengekang wabak;['bukan', 'soal', 'kemampuan', 'dan', 'tempat', 'ds', 'kita', 'tak', 'boleh', 'tahu', 'siapa', 'yg', 'ada', 'covid', 'tu', 'sama', 'ada', 'si', 'barber', 'atau', 'dikalangan', 'pelanggan', 'itu', 'sendiri', 'hatta', 'dibuat', 'di', 'rumah', 'sekali', 'pun', 'kita', 'sdg', 'dlm', 'proses', 'mengekang', 'wabak'];['bukan', 'soal', 'kemampuan', 'dan', 'tempat', 'ds', 'kita', 'tak', 'boleh', 'tahu', 'siapa', 'yg', 'ada', 'covid', 'tu', 'sama', 'ada', 'si', 'barber', 'atau', 'dikalangan', 'pelanggan', 'itu', 'sendiri', 'hatta', 'dibuat', 'di', 'rumah', 'sekali', 'pun', 'kita', 'sdg', 'dlm', 'proses', 'mengekang', 'wabak'];bukan soal kemampuan dan tempat ds kita tak boleh tahu siapa yg ada covid tu sama ada si barber atau dikalangan pelanggan itu sendiri hatta dibuat di rumah sekali pun kita sdg dlm proses mengekang wabak
786;Antara hadith yang paling dekat dengan isu Covid-19 dan Perintah Kawalan Pergerakan.Nabi S.A.W bersabda :Dua nikmat yang sering dilupakan oleh manusia :1. KESIHATAN2. WAKTU LAPANG(Hadith Riwayat Bukhari);1.0;antara hadith yang paling dekat dengan isu covid   dan perintah kawalan pergerakan nabi bersabda dua nikmat yang sering dilupakan oleh manusia   kesihatan waktu lapang hadith riwayat bukhari;['antara', 'hadith', 'yang', 'paling', 'dekat', 'dengan', 'isu', 'covid', 'dan', 'perintah', 'kawalan', 'pergerakan', 'nabi', 'bersabda', 'dua', 'nikmat', 'yang', 'sering', 'dilupakan', 'oleh', 'manusia', 'kesihatan', 'waktu', 'lapang', 'hadith', 'riwayat', 'bukhari'];['antara', 'hadith', 'yang', 'paling', 'dekat', 'dengan', 'isu', 'covid', 'dan', 'perintah', 'kawalan', 'pergerakan', 'nabi', 'bersabda', 'dua', 'nikmat', 'yang', 'sering', 'dilupakan', 'oleh', 'manusia', 'kesihatan', 'waktu', 'lapang', 'hadith', 'riwayat', 'bukhari'];antara hadith yang paling dekat dengan isu covid dan perintah kawalan pergerakan nabi bersabda dua nikmat yang sering dilupakan oleh manusia kesihatan waktu lapang hadith riwayat bukhari
787;Pertamina Dan Hiswana Serahkan Sembako Dan APD Untuk Bantu Penanganan Covid-19 Di Sulsel;1.0;pertamina dan hiswana serahkan sembako dan apd untuk bantu penanganan covid   di sulsel;['pertamina', 'dan', 'hiswana', 'serahkan', 'sembako', 'dan', 'apd', 'untuk', 'bantu', 'penanganan', 'covid', 'di', 'sulsel'];['pertamina', 'dan', 'hiswana', 'serahkan', 'sembako', 'dan', 'apd', 'untuk', 'bantu', 'penanganan', 'covid', 'di', 'sulsel'];pertamina dan hiswana serahkan sembako dan apd untuk bantu penanganan covid di sulsel
788;jangan buang waktu untuk merespons orang2 yg berprilaku negatif tetapi gunakan waktu yg ada untuk persiapan diri menghadapi goncangan di belakang pendemi COVID 19 kekuatan nya 5X lebih dari krisis di 1998 Pahami HUKUM. semoga semua dilalukan dari badai dgn selamatamin;1.0;jangan buang waktu untuk merespons orang yg berprilaku negatif tetapi gunakan waktu yg ada untuk persiapan diri menghadapi goncangan di belakang pendemi covid   kekuatan nya  x lebih dari krisis di   pahami hukum semoga semua dilalukan dari badai dgn selamatamin;['jangan', 'buang', 'waktu', 'untuk', 'merespons', 'orang', 'yg', 'berprilaku', 'negatif', 'tetapi', 'gunakan', 'waktu', 'yg', 'ada', 'untuk', 'persiapan', 'diri', 'menghadapi', 'goncangan', 'di', 'belakang', 'pendemi', 'covid', 'kekuatan', 'nya', 'x', 'lebih', 'dari', 'krisis', 'di', 'pahami', 'hukum', 'semoga', 'semua', 'dilalukan', 'dari', 'badai', 'dgn', 'selamatamin'];['jangan', 'buang', 'waktu', 'untuk', 'merespons', 'orang', 'yg', 'berprilaku', 'negatif', 'tetapi', 'gunakan', 'waktu', 'yg', 'ada', 'untuk', 'persiapan', 'diri', 'menghadapi', 'goncangan', 'di', 'belakang', 'pendemi', 'covid', 'kekuatan', 'nya', 'x', 'lebih', 'dari', 'krisis', 'di', 'pahami', 'hukum', 'semoga', 'semua', 'dilalukan', 'dari', 'badai', 'dgn', 'selamatamin'];jangan buang waktu untuk merespons orang yg berprilaku negatif tetapi gunakan waktu yg ada untuk persiapan diri menghadapi goncangan di belakang pendemi covid kekuatan nya x lebih dari krisis di pahami hukum semoga semua dilalukan dari badai dgn selamatamin
789;Amerika Egois! Potret Buruknya Negara Kapitalis Tangani COVID-19 | Muslimah TalkSimak di link berikut;-1.0;amerika egois potret buruknya negara kapitalis tangani covid   muslimah talksimak di link berikut;['amerika', 'egois', 'potret', 'buruknya', 'negara', 'kapitalis', 'tangani', 'covid', 'muslimah', 'talksimak', 'di', 'link', 'berikut'];['amerika', 'egois', 'potret', 'buruknya', 'negara', 'kapitalis', 'tangani', 'covid', 'muslimah', 'talksimak', 'di', 'link', 'berikut'];amerika egois potret buruknya negara kapitalis tangani covid muslimah talksimak di link berikut
790;Sore Sedulur Berikut data terbaru pasien COVID-19 di D.I. Yogyakarta, selengkapnya dapat di akses melalui;0.0;sore sedulur berikut data terbaru pasien covid   di yogyakarta selengkapnya dapat di akses melalui;['sore', 'sedulur', 'berikut', 'data', 'terbaru', 'pasien', 'covid', 'di', 'yogyakarta', 'selengkapnya', 'dapat', 'di', 'akses', 'melalui'];['sore', 'sedulur', 'berikut', 'data', 'terbaru', 'pasien', 'covid', 'di', 'yogyakarta', 'selengkapnya', 'dapat', 'di', 'akses', 'melalui'];sore sedulur berikut data terbaru pasien covid di yogyakarta selengkapnya dapat di akses melalui
791;covid-19 : ada kuliah online ga pernah masuk, tugas jarang ngumpul, senin uts belom bayarreal life : sama;-1.0;covid   ada kuliah online ga pernah masuk tugas jarang ngumpul senin uts belom bayarreal life sama;['covid', 'ada', 'kuliah', 'online', 'ga', 'pernah', 'masuk', 'tugas', 'jarang', 'ngumpul', 'senin', 'uts', 'belom', 'bayarreal', 'life', 'sama'];['covid', 'ada', 'kuliah', 'online', 'ga', 'pernah', 'masuk', 'tugas', 'jarang', 'ngumpul', 'senin', 'uts', 'belom', 'bayarreal', 'life', 'sama'];covid ada kuliah online ga pernah masuk tugas jarang ngumpul senin uts belom bayarreal life sama
792;PT Angkasa Pura II (Persero) memberlakukan jam operasional baru di 12 bandara guna optimalisasi layanan dan mendukung pencegahan penyebaran Covid-19.Selengkapnya ;1.0;pt angkasa pura ii persero memberlakukan jam operasional baru di   bandara guna optimalisasi layanan dan mendukung pencegahan penyebaran covid   selengkapnya;['pt', 'angkasa', 'pura', 'ii', 'persero', 'memberlakukan', 'jam', 'operasional', 'baru', 'di', 'bandara', 'guna', 'optimalisasi', 'layanan', 'dan', 'mendukung', 'pencegahan', 'penyebaran', 'covid', 'selengkapnya'];['pt', 'angkasa', 'pura', 'ii', 'persero', 'memberlakukan', 'jam', 'operasional', 'baru', 'di', 'bandara', 'guna', 'optimalisasi', 'layanan', 'dan', 'mendukung', 'pencegahan', 'penyebaran', 'covid', 'selengkapnya'];pt angkasa pura ii persero memberlakukan jam operasional baru di bandara guna optimalisasi layanan dan mendukung pencegahan penyebaran covid selengkapnya
793;ADUN Bukit Semuja Sumbang Termometer Kepada Pusat Pemeriksaan Virus Covid-19 Serian.;1.0;adun bukit semuja sumbang termometer kepada pusat pemeriksaan virus covid   serian;['adun', 'bukit', 'semuja', 'sumbang', 'termometer', 'kepada', 'pusat', 'pemeriksaan', 'virus', 'covid', 'serian'];['adun', 'bukit', 'semuja', 'sumbang', 'termometer', 'kepada', 'pusat', 'pemeriksaan', 'virus', 'covid', 'serian'];adun bukit semuja sumbang termometer kepada pusat pemeriksaan virus covid serian
794;Dari 924 RW di Depok, Kampung SIaga Covid-19 sudah terbentuk di 902 RW.;1.0;dari   rw di depok kampung siaga covid   sudah terbentuk di   rw;['dari', 'rw', 'di', 'depok', 'kampung', 'siaga', 'covid', 'sudah', 'terbentuk', 'di', 'rw'];['dari', 'rw', 'di', 'depok', 'kampung', 'siaga', 'covid', 'sudah', 'terbentuk', 'di', 'rw'];dari rw di depok kampung siaga covid sudah terbentuk di rw
795;Luna Maya Anggap Corona Covid-19 sebagai Ujian dalam Hubungannya degan Ryochin;-1.0;luna maya anggap corona covid   sebagai ujian dalam hubungannya degan ryochin;['luna', 'maya', 'anggap', 'corona', 'covid', 'sebagai', 'ujian', 'dalam', 'hubungannya', 'degan', 'ryochin'];['luna', 'maya', 'anggap', 'corona', 'covid', 'sebagai', 'ujian', 'dalam', 'hubungannya', 'degan', 'ryochin'];luna maya anggap corona covid sebagai ujian dalam hubungannya degan ryochin
796;Allahh ! Dah ada positive covid dahh kat blok aku nih;-1.0;allahh dah ada positive covid dahh kat blok aku nih;['allahh', 'dah', 'ada', 'positive', 'covid', 'dahh', 'kat', 'blok', 'aku', 'nih'];['allahh', 'dah', 'ada', 'positive', 'covid', 'dahh', 'kat', 'blok', 'aku', 'nih'];allahh dah ada positive covid dahh kat blok aku nih
797;Pemerintah pusat melalui Gugus Tugas Percepatan Penanggulangan Wabah COVID-19 Nasional mengirimkan bantuan APD (alat pelindung diri) sebanyak 40 koli (2000 pcs) dan 3.000 pcs masker ke Sulawesi Tenggara (Sultra).;1.0;pemerintah pusat melalui gugus tugas percepatan penanggulangan wabah covid   nasional mengirimkan bantuan apd alat pelindung diri sebanyak   koli   pcs dan     pcs masker ke sulawesi tenggara sultra;['pemerintah', 'pusat', 'melalui', 'gugus', 'tugas', 'percepatan', 'penanggulangan', 'wabah', 'covid', 'nasional', 'mengirimkan', 'bantuan', 'apd', 'alat', 'pelindung', 'diri', 'sebanyak', 'koli', 'pcs', 'dan', 'pcs', 'masker', 'ke', 'sulawesi', 'tenggara', 'sultra'];['pemerintah', 'pusat', 'melalui', 'gugus', 'tugas', 'percepatan', 'penanggulangan', 'wabah', 'covid', 'nasional', 'mengirimkan', 'bantuan', 'apd', 'alat', 'pelindung', 'diri', 'sebanyak', 'koli', 'pcs', 'dan', 'pcs', 'masker', 'ke', 'sulawesi', 'tenggara', 'sultra'];pemerintah pusat melalui gugus tugas percepatan penanggulangan wabah covid nasional mengirimkan bantuan apd alat pelindung diri sebanyak koli pcs dan pcs masker ke sulawesi tenggara sultra
798;skrg udh ada lg status OTG, org tanpa gejala, jd risiko kita kontak dgn org byk di RS yg tanpa gejala Covid-19 bs lebih tinggi, dibandingkan dgn kalian yg ttp;0.0;skrg udh ada lg status otg org tanpa gejala jd risiko kita kontak dgn org byk di rs yg tanpa gejala covid   bs lebih tinggi dibandingkan dgn kalian yg ttp;['skrg', 'udh', 'ada', 'lg', 'status', 'otg', 'org', 'tanpa', 'gejala', 'jd', 'risiko', 'kita', 'kontak', 'dgn', 'org', 'byk', 'di', 'rs', 'yg', 'tanpa', 'gejala', 'covid', 'bs', 'lebih', 'tinggi', 'dibandingkan', 'dgn', 'kalian', 'yg', 'ttp'];['skrg', 'udh', 'ada', 'lg', 'status', 'otg', 'org', 'tanpa', 'gejala', 'jd', 'risiko', 'kita', 'kontak', 'dgn', 'org', 'byk', 'di', 'rs', 'yg', 'tanpa', 'gejala', 'covid', 'bs', 'lebih', 'tinggi', 'dibandingkan', 'dgn', 'kalian', 'yg', 'ttp'];skrg udh ada lg status otg org tanpa gejala jd risiko kita kontak dgn org byk di rs yg tanpa gejala covid bs lebih tinggi dibandingkan dgn kalian yg ttp
799;Kembali kepada pangkuan kehidupan Islam, yakni khilafah adalah kewajiban  dan kebutuhan mendesak. Inilah pesan penting berikutnya bagi Indonesia dan dunia. ;0.0;kembali kepada pangkuan kehidupan islam yakni khilafah adalah kewajiban dan kebutuhan mendesak inilah pesan penting berikutnya bagi indonesia dan dunia;['kembali', 'kepada', 'pangkuan', 'kehidupan', 'islam', 'yakni', 'khilafah', 'adalah', 'kewajiban', 'dan', 'kebutuhan', 'mendesak', 'inilah', 'pesan', 'penting', 'berikutnya', 'bagi', 'indonesia', 'dan', 'dunia'];['kembali', 'kepada', 'pangkuan', 'kehidupan', 'islam', 'yakni', 'khilafah', 'adalah', 'kewajiban', 'dan', 'kebutuhan', 'mendesak', 'inilah', 'pesan', 'penting', 'berikutnya', 'bagi', 'indonesia', 'dan', 'dunia'];kembali kepada pangkuan kehidupan islam yakni khilafah adalah kewajiban dan kebutuhan mendesak inilah pesan penting berikutnya bagi indonesia dan dunia
